Rank,Name,Team,정렬▼,WAR▼,WAA (야수),WAA (야수),WAA (야수),WAA (야수),Rep. Wins,Pos. Wins,WAA (투수),WAA (투수),Rep. Win (투수),Rep. Win (투수),WAR (투수),WAR (투수),탭,하위 탭,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,비율,비율,비율,비율,비율,비율,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,rRA,TBF,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,정렬▼,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼
Rank,Name,Team,WAR,WAR▼,BT,SB,BR,Def,Rep. Wins,Pos. Wins,GS,GR,GS,GR,GS,GR,,,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,rRA,TBF,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼
5,이종범,11해SS,69.22,69.22,,,,,,,,,,,,,타격,default,59.41,9.81,1706.0,6921.0,6744.0,6060.0,1100.0,1797.0,340.0,29.0,194.0,2777.0,730.0,510.0,113.0,634.0,90.0,82.0,622.0,108.0,95.0,42.0,0.297,0.369,0.458,0.827,0.163,128.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,양의지,24+두C,68.84,68.84,,,,,,,,,,,,,타격,default,64.79,4.05,1833.0,6866.0,6779.0,5904.0,876.0,1815.0,326.0,11.0,262.0,2949.0,1106.0,56.0,23.0,668.0,172.0,53.0,757.0,202.0,44.0,78.0,0.307,0.389,0.499,0.888,0.129,136.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,김태균,21한3B,66.51,66.51,,,,,,,,,,,,,타격,default,81.55,-15.04,2015.0,8225.0,8147.0,6900.0,1024.0,2209.0,399.0,8.0,311.0,3557.0,1358.0,28.0,14.0,1141.0,108.0,85.0,1384.0,228.0,7.0,69.0,0.32,0.421,0.516,0.937,0.126,153.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,박경완,13쌍C,66.0,66.0,,,,,,,,,,,,,타격,default,49.95,16.06,2044.0,7329.0,7103.0,5949.0,913.0,1480.0,271.0,15.0,314.0,2723.0,995.0,75.0,59.0,974.0,166.0,48.0,1605.0,131.0,178.0,62.0,0.249,0.366,0.458,0.824,0.129,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,김현수,24+두LF,64.07,64.07,,,,,,,,,,,,,타격,default,70.98,-6.91,2081.0,8832.0,8767.0,7627.0,1190.0,2388.0,447.0,29.0,249.0,3640.0,1432.0,71.0,48.0,1014.0,73.0,90.0,900.0,154.0,3.0,113.0,0.313,0.394,0.477,0.871,0.136,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,강민호,24+롯C,63.83,63.83,,,,,,,,,,,,,타격,default,55.28,8.55,2369.0,8709.0,8633.0,7620.0,969.0,2111.0,374.0,12.0,338.0,3523.0,1242.0,32.0,33.0,803.0,162.0,51.0,1529.0,244.0,46.0,78.0,0.277,0.355,0.462,0.817,0.112,112.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,장성호,15해1B,61.39,61.39,,,,,,,,,,,,,타격,default,73.36,-11.97,2064.0,8344.0,8233.0,7084.0,1108.0,2100.0,394.0,18.0,221.0,3193.0,1043.0,99.0,59.0,1101.0,74.0,81.0,879.0,166.0,34.0,51.0,0.296,0.394,0.451,0.845,0.135,136.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,김동주,13O3B,60.1,60.1,,,,,,,,,,,,,타격,default,68.14,-8.05,1625.0,6592.0,6522.0,5540.0,851.0,1710.0,293.0,12.0,273.0,2846.0,1097.0,48.0,27.0,814.0,147.0,68.0,794.0,186.0,2.0,89.0,0.309,0.405,0.514,0.919,0.131,149.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,김동수,09LC,58.94,58.94,,,,,,,,,,,,,타격,default,39.38,19.56,2039.0,6940.0,6746.0,5915.0,741.0,1556.0,286.0,28.0,202.0,2504.0,871.0,56.0,48.0,661.0,130.0,36.0,821.0,132.0,158.0,76.0,0.263,0.346,0.423,0.769,0.11,109.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,장종훈,05빙SS,58.79,58.79,,,,,,,,,,,,,타격,default,67.97,-9.18,1952.0,7374.0,7262.0,6292.0,1043.0,1771.0,331.0,25.0,340.0,3172.0,1145.0,123.0,80.0,866.0,131.0,86.0,1355.0,110.0,26.0,59.0,0.281,0.377,0.504,0.881,0.144,139.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
